lag,bucket_type,bucket,label,cell,rows,row_share,pool_share_of_all,events,rate,base,coverage,lift,ci_low,ci_high,sufficient,window,members,unconfirmed
6,drawdown,0-10,win_100,decile 10,10253,0.1003189699033306,0.03371355480220044,173,0.0168731103091778,0.010126805213103206,0.33606360626198123,1.6661829623567226,1.4372693217748471,1.930832220801329,True,build,ret_12m_skip1|pe_vs_5y_median|inst_pct_delta_qoq,True
6,drawdown,0-10,win_100,deciles 8-10,30677,0.3001545927752338,0.10087103488414151,393,0.01281090067477263,0.010126805213103206,0.33606360626198123,1.2650485918497216,1.1466660610259523,1.3954782645267843,True,build,ret_12m_skip1|pe_vs_5y_median|inst_pct_delta_qoq,True
6,drawdown,0-10,launch_300,decile 10,10253,0.1003189699033306,0.03371355480220044,54,0.005266751194772262,0.0025145786857657232,0.33606360626198123,2.0944865335039076,1.606262249207021,2.730083982681662,False,build,ret_12m_skip1|pe_vs_5y_median|inst_pct_delta_qoq,True
6,drawdown,0-10,launch_300,deciles 8-10,30677,0.3001545927752338,0.10087103488414151,121,0.003944323108517782,0.0025145786857657232,0.33606360626198123,1.5685820972099278,1.3132719409718985,1.8732919307691573,True,build,ret_12m_skip1|pe_vs_5y_median|inst_pct_delta_qoq,True
6,drawdown,10-20,win_50,decile 10,154,0.10026041666666667,0.003958461854822126,31,0.2012987012987013,0.17708333333333334,0.03948180135718692,1.1367456073338427,0.8221780274305444,1.53341722596413,False,build,ret_12m_skip1|pe_vs_5y_median|inst_pct_delta_qoq,True
6,drawdown,10-20,win_50,deciles 8-10,461,0.3001302083333333,0.011849681266707794,83,0.18004338394793926,0.17708333333333334,0.03948180135718692,1.016715579941304,0.8338395826506511,1.229454666715457,False,build,ret_12m_skip1|pe_vs_5y_median|inst_pct_delta_qoq,True
6,drawdown,10-20,win_100,decile 10,154,0.10026041666666667,0.003958461854822126,7,0.045454545454545456,0.018229166666666668,0.03948180135718692,2.4935064935064934,1.2172818445800426,4.983443019266695,False,build,ret_12m_skip1|pe_vs_5y_median|inst_pct_delta_qoq,True
6,drawdown,10-20,win_100,deciles 8-10,461,0.3001302083333333,0.011849681266707794,13,0.028199566160520606,0.018229166666666668,0.03948180135718692,1.5469476293771303,0.9080354516749783,2.6136322946928106,False,build,ret_12m_skip1|pe_vs_5y_median|inst_pct_delta_qoq,True
6,drawdown,10-20,launch_300,decile 10,154,0.10026041666666667,0.003958461854822126,2,0.012987012987012988,0.004557291666666667,0.03948180135718692,2.849721706864564,0.7830884825176945,10.117977260498945,False,build,ret_12m_skip1|pe_vs_5y_median|inst_pct_delta_qoq,True
6,drawdown,10-20,launch_300,deciles 8-10,461,0.3001302083333333,0.011849681266707794,5,0.010845986984815618,0.004557291666666667,0.03948180135718692,2.3799194298109696,1.0184575790396246,5.5154078728922125,False,build,ret_12m_skip1|pe_vs_5y_median|inst_pct_delta_qoq,True
6,drawdown,20-30,win_50,decile 10,0,,0.0,0,,,0.0,,,,False,build,ret_12m_skip1|pe_vs_5y_median|inst_pct_delta_qoq,True
6,drawdown,20-30,win_50,deciles 8-10,0,,0.0,0,,,0.0,,,,False,build,ret_12m_skip1|pe_vs_5y_median|inst_pct_delta_qoq,True
